日付,Ｒ,場所,枠番,前走枠番,着順,前走着順,馬番,前走馬番,人気,前走人気,1角,2角,3角,4角,前1角,前2角,前3角,前4角
2016.11.27,1,東京,2,1,13,３,3,2,11,3,,,9,8,,,3,3
2016.11.27,1,東京,6,5,14,11,12,9,13,8,,,4,4,,,14,11
2016.11.27,1,東京,5,3,15,13,9,5,17,3,,,9,8,2,2,2,2
2016.11.27,1,東京,7,5,16,３,13,6,7,3,,,3,3,,,7,7
2016.11.27,1,東京,7,4,17,４,14,5,12,5,,,13,14,,,1,1
2016.11.26,1,東京,4,4,１,４,7,7,6,6,,,1,1,,,2,2
2016.11.26,1,東京,1,2,２,２,2,4,2,2,,,4,4,,,1,1
2016.11.26,1,東京,6,1,３,２,11,1,1,3,,,2,2,,,6,4
2016.11.26,1,東京,1,6,４,５,1,12,4,5,,,12,11,,,8,6
2016.11.26,1,東京,3,1,５,５,5,1,9,5,,,5,5,,,3,4
2016.11.26,1,東京,6,1,６,２,12,2,5,5,,,13,15,,,14,12
2016.11.26,1,東京,8,4,７,４,16,6,12,6,,,9,8,,,1,1
2016.11.26,1,東京,7,8,８,２,14,16,3,4,,,2,2,,,7,6
2016.11.26,1,東京,5,4,９,４,9,6,15,12,,,13,14,6,6,7,5
2016.11.26,1,東京,7,4,10,５,13,7,8,3,,,15,11,,,5,5
2016.11.26,1,東京,2,6,11,４,3,12,7,10,,,8,7,,,13,9
2016.11.26,1,東京,2,3,12,９,4,4,13,4,,,16,16,,,4,4
2016.11.26,1,東京,3,1,13,３,6,2,10,3,,,11,11,,,8,7
2016.11.26,1,東京,4,6,14,４,8,11,11,13,,,9,8,,,14,13
2016.11.26,1,東京,8,4,15,10,15,7,14,4,,,5,5,,,7,5
2016.11.26,1,東京,5,3,16,14,10,3,16,14,,,5,8,1,1,4,14
2016.11.20,1,東京,2,5,１,２,3,10,3,1,,,6,6,,,5,6
2016.11.20,1,東京,1,3,２,２,2,6,7,2,,,12,12,,,15,15
2016.11.20,1,東京,3,8,３,10,5,11,9,10,,,14,13,3,3,2,2
2016.11.20,1,東京,6,7,４,４,12,14,6,4,,,1,1,,,4,5
2016.11.20,1,東京,5,8,５,２,10,13,2,4,,,10,10,,,8,8
2016.11.20,1,東京,4,8,６,２,7,17,1,1,,,6,6,,,4,3
2016.11.20,1,東京,8,1,７,７,17,1,8,2,,,6,6,8,7,6,7
2016.11.20,1,東京,6,7,８,２,11,12,4,7,,,6,6,,,1,1
2016.11.20,1,東京,2,1,９,10,4,1,10,6,,,15,16,,,16,15
2016.11.20,1,東京,5,6,10,６,9,6,12,8,,,3,3,,,7,8
2016.11.20,1,東京,1,4,11,18,1,7,15,17,,,17,18,,,15,16
2016.11.20,1,東京,4,2,12,10,8,3,14,11,,,10,10,,,4,3
2016.11.20,1,東京,3,8,13,６,6,11,5,3,,,17,16,,,3,3
2016.11.20,1,東京,8,2,14,13,16,2,17,8,,,15,13,,,3,4
2016.11.20,1,東京,8,6,15,11,18,10,13,4,,,3,3,5,5,11,9
2016.11.20,1,東京,7,7,16,12,15,13,18,16,,,2,2,,6,4,4
2016.11.20,1,東京,7,5,17,11,14,7,16,11,,,12,13,,,7,7
2016.11.20,1,東京,7,4,18,14,13,7,11,7,,,5,3,,,9,9
2016.11.19,1,東京,3,2,１,３,6,3,1,2,,,3,3,5,3,2,2
2016.11.19,1,東京,1,1,２,２,1,1,4,1,,,3,4,,,3,2
2016.11.19,1,東京,1,6,３,６,2,11,7,3,,,2,2,,,4,4
2016.11.19,1,東京,6,4,４,５,12,8,10,7,,,13,9,,,10,10
2016.11.19,1,東京,6,7,５,８,11,11,12,8,,,16,16,,,11,10
2016.11.19,1,東京,2,8,６,５,4,12,6,4,,,7,6,,,12,6
2016.11.19,1,東京,8,3,７,５,16,5,3,4,,,1,1,,,1,1
2016.11.19,1,東京,3,8,８,９,5,13,13,11,,,15,15,,,11,12
2016.11.19,1,東京,8,3,９,７,15,5,5,4,,,11,12,,,9,8
2016.11.19,1,東京,7,6,10,７,14,10,15,5,,,13,12,,,11,11
2016.11.19,1,東京,5,2,11,４,10,4,8,5,,,11,12,,,4,4
2016.11.19,1,東京,7,7,12,14,13,12,11,6,,,7,9,,,10,10
2016.11.19,1,東京,5,6,13,８,9,12,9,9,,,7,6,,,3,4
2016.11.19,1,東京,4,5,14,10,7,9,16,12,,,6,6,,,9,9
2016.11.19,1,東京,4,7,15,13,8,13,14,6,,,10,9,,,15,15
2016.11.19,1,東京,2,6,16,４,3,11,2,2,,,3,4,,,7,6
2016.11.19,1,福島,8,3,１,２,15,5,1,2,,,1,1,,,1,1
2016.11.19,1,福島,5,4,２,４,10,8,2,2,,,3,2,,,4,5
2016.11.19,1,福島,2,1,３,４,4,1,6,9,,,3,4,,,3,3
2016.11.19,1,福島,7,8,４,３,13,14,3,4,,,2,2,,,4,4
2016.11.19,1,福島,3,7,５,６,5,13,12,11,,,7,7,,,2,2
2016.11.19,1,福島,4,5,６,９,8,7,5,4,,,5,5,2,2,3,6
2016.11.19,1,福島,2,7,７,３,3,13,9,3,,,9,8,,,4,4
2016.11.19,1,福島,1,5,８,12,1,10,11,9,,,14,14,,,5,5
2016.11.19,1,福島,5,7,９,15,9,14,4,4,,,16,16,,,5,7
2016.11.19,1,福島,8,2,10,６,16,2,15,6,,,5,5,,,14,9
2016.11.19,1,福島,4,3,11,５,7,5,10,10,,,11,11,,,10,10
2016.11.19,1,福島,6,6,12,６,11,12,7,6,,,15,15,,,4,2
2016.11.19,1,福島,7,2,13,９,14,4,16,10,,,9,8,,,,15
2016.11.19,1,福島,6,7,14,８,12,14,14,5,,,8,8,,,9,7
2016.11.19,1,福島,3,5,15,16,6,9,13,7,,,13,13,,,6,4
2016.11.19,1,福島,1,4,16,４,2,6,8,13,,,11,11,,,1,1
2016.11.13,1,福島,7,7,１,２,13,11,1,2,,,2,1,,,2,2
2016.11.13,1,福島,3,3,２,６,6,5,8,4,,,10,10,,,6,6
2016.11.13,1,福島,2,2,３,５,4,2,3,3,,,4,4,,,2,3
2016.11.13,1,福島,6,4,４,２,11,7,2,2,,,8,8,,,1,2
2016.11.13,1,福島,7,8,５,５,14,15,4,4,,,1,2,,,3,2
2016.11.13,1,福島,8,5,６,５,16,9,9,14,,,2,3,,,2,2
2016.11.13,1,福島,2,3,７,５,3,3,6,1,,,11,11,,,6,6
2016.11.13,1,福島,8,8,８,２,15,14,5,9,,,4,6,,,5,4
2016.11.13,1,福島,6,6,９,12,12,10,15,13,,,13,12,15,15,14,13
2016.11.13,1,福島,1,3,10,10,2,5,14,11,,,4,4,,,2,4
2016.11.13,1,福島,5,4,11,２,9,6,7,6,,,7,6,,,3,3
2016.11.13,1,福島,4,6,12,６,7,12,10,7,,,8,8,,,8,8
2016.11.13,1,福島,3,4,13,17,5,7,13,10,,,11,12,,,2,2
2016.11.13,1,福島,4,8,14,17,8,16,11,15,,,16,16,,,6,5
2016.11.13,1,福島,1,8,15,10,1,10,12,8,,,13,14,,,7,8
2016.11.13,1,福島,5,3,16,15,10,5,16,12,,,15,15,,,7,7
2016.11.12,1,東京,1,6,１,13,2,11,4,6,,,1,1,,,7,7
2016.11.12,1,東京,3,1,２,４,6,2,2,2,,,2,2,,,4,4
2016.11.12,1,東京,2,6,３,５,3,10,9,10,,,9,7,,,13,12
2016.11.12,1,東京,7,3,４,５,13,3,7,4,,,3,3,1,1,1,1
2016.11.12,1,東京,8,1,５,13,16,1,8,10,,,16,15,,,13,12
2016.11.12,1,東京,8,4,６,５,15,8,5,15,,,4,6,,,11,10
2016.11.12,1,東京,7,6,７,３,14,12,3,4,,,9,9,,,9,9
2016.11.12,1,東京,6,8,８,14,11,13,16,13,,,4,5,,,3,3
2016.11.12,1,東京,3,3,９,11,5,6,6,4,,,11,11,,,9,11
2016.11.12,1,東京,1,1,10,８,1,2,10,9,,,4,3,,,15,15
2016.11.12,1,東京,2,3,11,９,4,3,13,10,,,12,13,,,7,8
2016.11.12,1,東京,5,1,12,４,9,1,1,2,,,7,7,,,4,3
2016.11.12,1,東京,6,8,13,17,12,17,15,12,,,14,13,,,3,3
2016.11.12,1,東京,5,6,14,７,10,10,12,14,,,15,15,,,9,9
2016.11.12,1,東京,4,3,15,12,8,5,14,10,,,12,12,,,10,8
2016.11.12,1,東京,4,2,16,13,7,4,11,14,,,7,9,,,16,16
2016.11. 6,1,東京,5,7,１,２,9,13,1,1,,,2,2,,,4,4
2016.11. 6,1,東京,2,4,２,２,4,5,2,1,,,1,1,,,4,4
2016.11. 6,1,東京,7,1,３,４,14,2,3,2,,,8,6,,,1,1
2016.11. 6,1,東京,1,8,４,３,2,15,4,3,,,8,6,,,5,5
2016.11. 6,1,東京,6,7,５,２,12,14,5,5,,,8,6,,,12,9
2016.11. 6,1,東京,3,7,６,５,5,14,8,15,,,11,10,,,5,5
2016.11. 6,1,東京,5,4,７,５,10,7,9,12,,,6,4,,,12,11
2016.11. 6,1,東京,8,4,８,８,15,4,7,4,,,12,12,,,10,9
2016.11. 6,1,東京,7,3,９,８,13,3,12,11,,,4,10,,,10,11
2016.11. 6,1,東京,4,5,10,11,7,9,15,11,,,16,15,,,14,13
2016.11. 6,1,東京,4,2,11,８,8,3,13,10,,,13,13,,,14,14
2016.11. 6,1,東京,6,8,12,６,11,13,6,2,,,3,3,5,5,6,7
2016.11. 6,1,東京,3,8,13,10,6,10,10,4,,,13,13,,,9,9
2016.11. 6,1,東京,1,1,14,13,1,2,16,16,,,13,15,,,16,15
2016.11. 6,1,東京,8,3,15,12,16,6,11,15,,,4,6,,,9,8
2016.11. 6,1,東京,2,5,16,10,3,8,14,14,,,6,5,,,3,3
2016.11. 5,1,東京,8,6,１,３,16,9,2,3,,,2,2,,,4,5
2016.11. 5,1,東京,3,2,２,２,6,3,1,1,,,3,3,,,2,2
2016.11. 5,1,東京,5,1,３,止,9,1,3,4,,,3,4,,,8,
2016.11. 5,1,東京,6,4,４,14,11,8,13,12,,,14,13,,,10,9
2016.11. 5,1,東京,4,3,５,８,8,6,7,12,,,10,10,,,9,10
2016.11. 5,1,東京,1,2,６,５,2,2,9,12,,,9,6,,,8,7
2016.11. 5,1,東京,8,7,７,６,15,12,5,5,,,11,11,,,7,6
2016.11. 5,1,東京,1,1,８,６,1,2,11,11,,,11,11,,,,9
2016.11. 5,1,東京,6,6,９,13,12,9,10,9,,,16,15,,,7,7
2016.11. 5,1,東京,3,5,10,11,5,5,15,11,,,6,6,,,7,7
2016.11. 5,1,東京,7,2,11,９,13,3,12,9,,,6,6,,,8,8
2016.11. 5,1,東京,2,5,12,14,3,9,4,1,,,6,6,,,3,4
2016.11. 5,1,東京,7,5,13,10,14,9,8,3,,,13,15,,,7,10
2016.11. 5,1,東京,4,8,14,４,7,15,6,4,,,3,4,,,3,3
2016.11. 5,1,東京,5,3,15,14,10,4,14,12,,,1,1,,,7,7
2016.11. 5,1,東京,2,2,16,12,4,2,16,11,,,15,14,,,6,7
2016.10.30,1,東京,2,8,１,２,4,9,2,1,,,1,1,,2,2,2
2016.10.30,1,東京,7,3,２,３,13,3,5,8,,,3,3,,3,4,6
2016.10.30,1,東京,4,4,３,２,7,8,1,2,,,7,7,,,12,12
2016.10.30,1,東京,6,8,４,５,11,16,6,8,,,2,2,,,6,5
2016.10.30,1,東京,3,6,５,４,5,10,8,3,,,3,3,,,9,9
2016.10.30,1,東京,7,7,６,７,14,15,14,18,,,6,6,,,2,1
2016.10.30,1,東京,6,4,７,５,12,8,4,4,,,14,15,,,8,8
2016.10.30,1,東京,4,7,８,12,8,14,15,11,,,7,7,,,16,15
2016.10.30,1,東京,5,6,９,４,10,11,7,5,,,11,11,,,9,8
2016.10.30,1,東京,5,5,10,９,9,9,9,2,,,7,9,,,5,5
2016.10.30,1,東京,3,8,11,２,6,17,3,10,,,12,11,,,4,4
2016.10.30,1,東京,8,8,12,５,16,16,10,10,,,7,9,,,4,3
2016.10.30,1,東京,1,7,13,15,2,13,11,5,,,3,3,,8,11,10
2016.10.30,1,東京,1,4,14,８,1,8,13,18,,,14,11,,,13,14
2016.10.30,1,東京,8,2,15,９,15,3,12,12,,,12,14,,11,10,10
2016.10.30,1,東京,2,7,16,10,3,12,16,13,,,14,15,,,12,12
2016.10.29,1,東京,5,8,１,10,9,17,3,9,,,1,1,,,10,9
2016.10.29,1,東京,8,8,２,12,16,16,4,12,,,2,2,,,4,5
2016.10.29,1,東京,1,3,３,５,2,5,1,3,,,5,5,12,11,4,4
2016.10.29,1,東京,4,1,４,12,7,2,7,9,,,9,8,,,10,10
2016.10.29,1,東京,7,4,５,10,13,8,12,11,,,3,3,,,12,11
2016.10.29,1,東京,6,5,６,５,12,9,2,7,,,5,6,,,10,10
2016.10.29,1,東京,3,3,７,９,5,5,5,8,,,12,12,,,12,12
2016.10.29,1,東京,4,6,８,12,8,12,6,11,,,7,8,2,2,2,2
2016.10.29,1,東京,3,2,９,９,6,4,10,10,,,14,12,,,14,12
2016.10.29,1,東京,7,2,10,15,14,3,16,15,,,16,16,,,16,16
2016.10.29,1,東京,2,8,11,16,4,16,13,18,,,11,10,,,9,8
2016.10.29,1,東京,5,4,12,12,10,7,8,15,,,7,6,,,15,15
2016.10.29,1,東京,1,2,13,12,1,3,11,9,,,9,10,,,15,14
2016.10.29,1,東京,6,3,14,15,11,5,15,17,,,15,15,,,13,13
2016.10.29,1,東京,8,3,15,８,15,4,9,11,,,3,3,,,5,5
2016.10.29,1,東京,2,7,16,16,3,15,14,13,,,12,12,,,17,17
2016.10.15,1,東京,1,5,１,３,2,9,2,3,,,3,2,,,12,8
2016.10.15,1,東京,7,6,２,４,14,12,5,7,,,12,9,,,16,14
2016.10.15,1,東京,8,7,３,３,15,13,3,3,,,5,5,,,4,2
2016.10.15,1,東京,2,1,４,３,4,2,1,3,,,1,1,,,6,5
2016.10.15,1,東京,4,7,５,11,7,13,12,16,,,12,11,,,14,14
2016.10.15,1,東京,6,5,６,16,12,10,6,8,,,4,2,,2,2,2
2016.10.15,1,東京,1,3,７,13,1,3,14,14,,,16,16,,,9,11
2016.10.15,1,東京,2,8,８,６,3,15,10,8,,,14,14,,,11,10
2016.10.15,1,東京,5,4,９,８,10,8,9,13,,,8,9,,,15,16
2016.10.15,1,東京,4,1,10,３,8,1,4,4,,,7,7,,,2,2
2016.10.15,1,東京,6,1,11,５,11,1,7,3,,,11,13,,,5,5
2016.10.15,1,東京,3,1,12,12,5,2,15,15,,,5,5,,,11,11
2016.10.15,1,東京,7,3,13,13,13,6,16,15,,,8,11,,,11,11
2016.10.15,1,東京,8,5,14,９,16,9,11,11,,,8,8,,,13,11
2016.10.15,1,東京,5,8,15,止,9,18,8,10,,,14,15,,,,
2016.10.15,1,東京,3,7,16,11,6,14,13,11,,,2,2,,12,12,12
2016.10.10,1,東京,1,4,１,５,1,7,8,12,,,2,2,,,13,12
2016.10.10,1,東京,6,7,２,７,11,13,3,9,,,3,3,,4,3,2
2016.10.10,1,東京,8,5,３,８,16,8,12,11,,,11,9,,,9,9
2016.10.10,1,東京,3,6,４,14,5,11,4,6,,,3,4,7,8,8,8
2016.10.10,1,東京,8,6,５,10,15,12,9,6,,,14,13,,,5,7
2016.10.10,1,東京,2,6,６,６,3,6,7,4,,,7,7,,,11,11
2016.10.10,1,東京,7,7,７,４,14,8,6,8,,,6,4,,,7,5
2016.10.10,1,東京,2,1,８,５,4,1,2,4,,,3,4,6,6,9,7
2016.10.10,1,東京,7,3,９,２,13,6,1,13,,,11,9,,,14,14
2016.10.10,1,東京,5,3,10,８,10,5,11,16,,,9,9,,,14,13
2016.10.10,1,東京,3,7,11,10,6,13,16,12,,,7,7,,,13,12
2016.10.10,1,東京,4,8,12,13,8,16,10,8,,,13,14,,,13,13
2016.10.10,1,東京,6,8,13,13,12,17,15,16,,,1,1,,,9,10
2016.10.10,1,東京,4,4,14,７,7,6,5,6,,,9,9,,,4,4
2016.10.10,1,東京,1,4,15,18,2,8,13,16,,,16,15,,,5,6
2016.10.10,1,東京,5,5,16,13,9,10,14,13,,,15,15,,,14,14
2016.10. 8,1,東京,2,8,１,９,4,15,2,6,,,1,1,,,3,3
2016.10. 8,1,東京,7,3,２,４,13,5,1,7,,,4,4,,,9,8
2016.10. 8,1,東京,8,1,３,５,15,1,8,16,,,5,4,4,4,9,8
2016.10. 8,1,東京,3,8,４,15,5,16,16,15,,,2,2,,2,2,4
2016.10. 8,1,東京,5,6,５,９,9,11,7,8,,,10,10,,,9,11
2016.10. 8,1,東京,4,8,６,７,7,11,13,7,,,2,2,,,4,4
2016.10. 8,1,東京,5,8,７,11,10,17,6,4,,,12,12,,,12,10
2016.10. 8,1,東京,3,7,８,15,6,15,11,15,,,13,13,,,16,16
2016.10. 8,1,東京,4,5,９,止,8,10,4,2,,,5,6,,,13,15
2016.10. 8,1,東京,6,5,10,11,11,7,14,10,,,9,8,,9,9,11
2016.10. 8,1,東京,1,5,11,11,2,9,12,15,,,16,16,,,15,15
2016.10. 8,1,東京,6,3,12,７,12,6,5,11,,,14,13,,,16,16
2016.10. 8,1,東京,8,2,13,11,16,2,10,12,,,14,15,4,4,4,6
2016.10. 8,1,東京,2,8,14,10,3,13,3,3,,,8,8,,,2,2
2016.10. 8,1,東京,7,4,15,12,14,4,15,12,,,10,10,,2,4,5
2016.10. 8,1,東京,1,7,16,12,1,14,9,7,,,5,6,1,1,2,6
2016.10. 2,1,中山,1,7,１,６,2,10,9,5,,,7,4,,,8,8
2016.10. 2,1,中山,2,4,２,３,4,4,1,3,,,9,7,,,1,1
2016.10. 2,1,中山,8,2,３,９,15,4,7,11,,,5,4,,,2,2
2016.10. 2,1,中山,7,4,４,７,14,4,6,5,,,2,2,,,5,5
2016.10. 2,1,中山,8,7,５,９,16,15,5,9,,,2,2,,,3,2
2016.10. 2,1,中山,3,8,６,６,5,14,4,5,,,1,1,,,2,2
2016.10. 2,1,中山,4,1,７,10,8,1,14,15,,,13,11,,,14,12
2016.10. 2,1,中山,4,1,８,17,7,1,11,10,,,9,8,,,6,6
2016.10. 2,1,中山,2,6,９,16,3,12,8,9,,,4,4,,,1,1
2016.10. 2,1,中山,5,4,10,４,9,8,3,4,,,7,10,,,7,8
2016.10. 2,1,中山,1,8,11,10,1,10,10,8,,,16,16,,,5,8
2016.10. 2,1,中山,5,6,12,９,10,10,12,9,,,13,14,,,11,11
2016.10. 2,1,中山,3,6,13,17,6,12,15,17,,,11,11,,,17,16
2016.10. 2,1,中山,6,8,14,12,12,11,16,12,,,11,11,,,9,10
2016.10. 2,1,中山,6,7,15,18,11,13,13,15,,,15,15,,,18,18
2016.10. 2,1,中山,7,2,16,７,13,3,2,5,,,5,8,,,5,5
2016.10. 1,1,中山,1,8,１,10,2,15,5,6,6,5,5,4,6,5,6,6
2016.10. 1,1,中山,5,6,２,６,10,9,2,3,9,9,11,8,4,5,7,6
2016.10. 1,1,中山,2,3,３,10,4,3,15,10,2,2,2,2,5,7,10,10
2016.10. 1,1,中山,2,3,４,４,3,5,1,4,1,1,1,1,1,1,1,1
2016.10. 1,1,中山,1,4,５,13,1,7,7,10,3,3,3,3,7,8,6,7
2016.10. 1,1,中山,6,8,６,４,12,15,4,1,12,12,12,11,9,10,5,4
2016.10. 1,1,中山,4,7,７,５,7,10,11,8,9,9,9,8,5,5,5,5
2016.10. 1,1,中山,6,5,８,７,11,8,14,11,15,15,14,11,8,8,10,11
2016.10. 1,1,中山,7,4,９,２,13,4,3,3,8,7,5,6,10,11,9,7
2016.10. 1,1,中山,8,7,10,15,15,14,8,15,6,7,5,6,2,2,5,6
2016.10. 1,1,中山,3,2,11,７,6,3,6,12,12,12,13,11,15,15,15,15
2016.10. 1,1,中山,5,5,12,８,9,9,13,11,14,14,14,15,12,14,12,12
2016.10. 1,1,中山,8,5,13,10,16,7,16,11,9,11,9,14,,13,4,10
2016.10. 1,1,中山,4,7,14,８,8,8,10,10,16,16,16,16,3,3,4,5
2016.10. 1,1,中山,3,8,15,８,5,11,9,5,3,3,3,4,6,5,7,9
2016.10. 1,1,中山,7,1,16,９,14,2,12,17,5,5,5,8,,,14,14
2016. 9.25,1,中山,5,2,１,４,10,3,1,1,,,6,1,,,7,6
2016. 9.25,1,中山,4,8,２,２,7,10,2,6,,,1,2,,,3,3
2016. 9.25,1,中山,7,2,３,６,13,2,3,2,,,4,2,,,4,5
2016. 9.25,1,中山,6,2,４,５,12,2,7,10,,,16,14,,,13,12
2016. 9.25,1,中山,2,4,５,13,4,7,9,12,,,10,8,3,4,10,11
2016. 9.25,1,中山,3,6,６,10,5,6,4,7,,,6,6,,,5,5
2016. 9.25,1,中山,8,1,７,17,15,1,15,17,,,10,11,,,12,13
2016. 9.25,1,中山,4,7,８,15,8,14,13,11,,,15,16,,,12,14
2016. 9.25,1,中山,7,6,９,15,14,12,5,5,,,9,10,,,3,3
2016. 9.25,1,中山,6,7,10,５,11,9,12,10,,,10,12,,,5,5
2016. 9.25,1,中山,3,3,11,10,6,5,16,13,,,13,14,,,10,8
2016. 9.25,1,中山,2,8,12,11,3,16,8,10,,,6,7,,,3,3
2016. 9.25,1,中山,1,3,13,10,2,6,10,11,,,13,12,,,4,4
2016. 9.25,1,中山,8,4,14,10,16,7,6,13,,,3,2,,,1,1
2016. 9.25,1,中山,5,1,15,10,9,1,14,10,,,2,5,4,4,4,3
2016. 9.25,1,中山,1,1,16,16,1,2,11,18,,,4,8,,,1,1
2016. 9.24,1,中山,4,2,１,３,8,2,3,4,12,11,3,2,8,8,8,7
2016. 9.24,1,中山,1,3,２,15,2,5,11,15,6,6,5,4,,,13,13
2016. 9.24,1,中山,5,2,３,３,10,3,1,2,6,8,6,4,,,12,11
2016. 9.24,1,中山,5,3,４,７,9,5,5,4,1,1,1,1,5,6,4,3
2016. 9.24,1,中山,1,6,５,３,1,10,4,9,6,6,9,7,3,3,4,4
2016. 9.24,1,中山,8,8,６,４,15,15,9,7,3,3,3,6,2,2,2,2
2016. 9.24,1,中山,2,6,７,６,4,6,7,6,16,15,16,14,8,7,4,4
2016. 9.24,1,中山,6,1,８,４,12,1,10,9,11,11,10,8,7,7,8,5
2016. 9.24,1,中山,6,4,９,14,11,7,8,16,2,2,2,2,,,6,6
2016. 9.24,1,中山,2,4,10,17,3,8,14,14,10,10,12,12,,,13,14
2016. 9.24,1,中山,8,1,11,８,16,1,15,11,4,4,6,8,9,10,11,10
2016. 9.24,1,中山,4,4,12,９,7,7,12,13,13,13,13,12,,,9,9
2016. 9.24,1,中山,7,6,13,３,13,7,2,2,13,13,11,10,10,8,7,4
2016. 9.24,1,中山,3,5,14,９,6,7,6,6,4,4,8,10,,,2,2
2016. 9.24,1,中山,7,4,15,14,14,7,16,16,15,15,15,15,,,15,14
2016. 9.24,1,中山,3,7,16,14,5,15,13,13,6,8,14,15,,,16,16
2016. 9.18,1,中山,2,2,１,12,3,3,6,5,15,15,7,6,,,12,12
2016. 9.18,1,中山,4,3,２,７,7,5,4,9,12,12,12,9,,,11,10
2016. 9.18,1,中山,3,2,３,５,6,2,3,3,3,3,2,1,10,11,10,7
2016. 9.18,1,中山,8,4,４,５,15,8,1,2,9,10,5,4,,,6,6
2016. 9.18,1,中山,1,6,５,11,1,7,16,11,4,4,9,8,,,10,10
2016. 9.18,1,中山,2,5,６,18,4,10,14,14,7,8,14,11,,,4,8
2016. 9.18,1,中山,5,5,７,11,9,9,8,7,4,4,2,2,,,11,10
2016. 9.18,1,中山,8,7,８,６,16,13,2,10,6,6,5,4,6,4,4,4
2016. 9.18,1,中山,5,7,９,13,10,10,13,13,12,13,16,15,,,13,13
2016. 9.18,1,中山,3,8,10,13,5,15,5,4,2,2,1,3,,,2,2
2016. 9.18,1,中山,6,8,11,16,11,16,11,18,16,16,15,13,,,8,8
2016. 9.18,1,中山,7,3,12,13,14,4,7,11,1,1,2,6,8,8,9,12
2016. 9.18,1,中山,7,8,13,10,13,11,10,10,7,6,8,10,2,2,2,2
2016. 9.18,1,中山,1,4,14,11,2,8,12,18,14,14,9,13,,,6,6
2016. 9.18,1,中山,6,8,15,14,12,16,9,13,9,8,9,11,,,1,2
2016. 9.18,1,中山,4,7,16,11,8,11,15,12,9,10,12,15,,,11,11
2016. 9.17,1,中山,7,5,１,３,14,5,1,1,,,1,1,1,1,1,1
2016. 9.17,1,中山,3,3,２,10,6,3,13,12,,,14,14,,,6,5
2016. 9.17,1,中山,7,8,３,７,13,16,5,9,,,2,2,,,13,13
2016. 9.17,1,中山,4,5,４,６,8,9,4,4,,,7,8,,,1,1
2016. 9.17,1,中山,4,4,５,11,7,7,12,14,,,13,12,,,15,15
2016. 9.17,1,中山,8,6,６,14,15,11,8,9,,,11,10,,,18,18
2016. 9.17,1,中山,1,5,７,18,2,9,9,8,,,10,8,,,8,8
2016. 9.17,1,中山,8,7,８,７,16,12,10,13,,,5,6,,,10,10
2016. 9.17,1,中山,6,5,９,10,12,6,3,8,,,2,3,,,2,4
2016. 9.17,1,中山,3,6,10,８,5,10,11,9,,,2,4,,,6,6
2016. 9.17,1,中山,5,3,11,10,9,4,15,13,,,15,15,,,14,14
2016. 9.17,1,中山,1,2,12,８,1,2,14,8,,,12,12,,,9,9
2016. 9.17,1,中山,5,5,13,12,10,9,16,15,,,15,15,15,15,14,13
2016. 9.17,1,中山,2,1,14,12,3,1,7,10,,,5,4,,,3,3
2016. 9.17,1,中山,6,2,15,６,11,2,6,10,,,7,6,,,5,5
2016. 9.17,1,中山,2,5,16,２,4,10,2,12,,,7,10,,,2,2
2016. 9.11,1,中山,6,8,１,２,11,18,2,2,,,2,2,,,,3
2016. 9.11,1,中山,2,5,２,４,3,9,7,6,,,6,4,,,5,2
2016. 9.11,1,中山,3,6,３,２,5,12,3,5,,,1,1,,,1,1
2016. 9.11,1,中山,2,3,４,６,4,6,9,7,,,11,9,,,10,12
2016. 9.11,1,中山,8,7,５,４,15,15,12,6,,,2,3,,,2,2
2016. 9.11,1,中山,4,6,６,５,7,7,11,4,,,8,7,,,3,3
2016. 9.11,1,中山,6,4,７,４,12,7,1,3,,,12,9,,,15,15
2016. 9.11,1,中山,7,3,８,８,14,5,14,3,,,4,5,,,3,3
2016. 9.11,1,中山,1,8,９,７,2,13,13,11,,,15,11,,,11,11
2016. 9.11,1,中山,5,8,10,５,10,17,15,10,,,8,8,,,,7
2016. 9.11,1,中山,5,7,11,５,9,13,8,11,,,14,11,,,10,8
2016. 9.11,1,中山,7,3,12,12,13,5,10,2,,,4,5,,,1,1
2016. 9.11,1,中山,8,2,13,15,16,3,16,15,,,16,13,,,12,12
2016. 9.11,1,中山,1,8,止,６,1,17,4,7,,,8,,,,10,8
2016. 9.11,1,中山,3,1,止,５,6,2,5,1,,,13,,,,11,10
2016. 9.11,1,中山,4,6,止,２,8,12,6,8,,,6,,,,2,2
2016. 9.10,1,中山,6,8,１,６,11,14,4,6,,,1,2,,,15,10
2016. 9.10,1,中山,7,7,２,４,14,13,2,3,,,4,3,,,2,2
2016. 9.10,1,中山,5,1,３,２,9,1,1,2,,,2,1,,,1,1
2016. 9.10,1,中山,7,1,４,６,13,1,5,8,,,7,5,,,7,8
2016. 9.10,1,中山,8,3,５,７,16,5,8,14,,,14,15,,,11,9
2016. 9.10,1,中山,4,2,６,10,7,3,9,8,,,2,3,,,11,10
2016. 9.10,1,中山,3,3,７,11,6,6,11,5,,,16,16,,,10,11
2016. 9.10,1,中山,3,7,８,９,5,13,16,16,,,14,13,,,9,10
2016. 9.10,1,中山,2,7,９,10,3,13,12,11,,,5,5,,,2,2
2016. 9.10,1,中山,6,2,10,７,12,2,6,5,,,5,7,,,12,11
2016. 9.10,1,中山,2,2,11,４,4,3,3,5,,,11,8,,,7,6
